Article ID - Female,Article ID - Male,degree - Female,degree - Male,FF citations,MF citations,FM citations,MM citations
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.86.034318,14,15,8,2,0,4
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.84.067902,30,16,8,14,0,13
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.84.067902,4,16,4,0,0,13
10.1103/PhysRevC.86.054302,10.1103/PhysRevC.72.024301,11,14,1,2,8,2
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.85.064324,14,13,8,2,0,4
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.82.051901,30,11,8,14,0,11
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.82.051901,4,11,4,0,0,11
10.1103/PhysRevC.77.024905,10.1103/PhysRevC.74.064907,10,30,4,3,8,14
10.1103/PhysRevC.77.024905,10.1103/PhysRevC.73.044912,10,4,4,3,4,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.82.024906,30,13,8,14,1,11
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.84.014906,30,24,8,14,3,16
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.80.064905,30,4,8,14,0,2
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.85.044903,30,19,8,14,2,15
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.77.044904,30,0,8,14,0,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.76.064905,30,22,8,14,0,19
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.75.064906,30,30,8,14,0,6
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.78.034904,30,9,8,14,0,5
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.82.024906,4,13,4,0,1,11
10.1103/PhysRevC.6.1608,10.1103/PhysRevC.12.1586,13,4,0,1,0,0
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.84.014906,4,24,4,0,3,16
10.1103/PhysRevC.53.1851,10.1103/PhysRevC.6.1608,0,13,0,0,0,1
10.1103/PhysRevC.6.1608,10.1103/PhysRevC.63.044606,13,0,0,1,0,0
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.80.064905,4,4,4,0,0,2
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.85.044903,4,19,4,0,2,15
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.77.044904,4,0,4,0,0,0
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.76.064905,4,22,4,0,0,19
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.75.064906,4,30,4,0,0,6
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.78.034904,4,9,4,0,0,5
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.89.064608,0,0,0,0,0,0
10.1103/PhysRevC.90.037602,10.1103/PhysRevC.84.044614,0,0,0,0,0,0
10.1103/PhysRevC.34.2302,10.1103/PhysRevC.52.509,6,1,0,0,0,0
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.80.024323,1,4,0,1,0,0
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.62.024301,1,8,0,1,0,2
10.1103/PhysRevC.78.067601,10.1103/PhysRevC.85.054606,5,0,0,0,0,0
10.1103/PhysRevC.90.064322,10.1103/PhysRevC.91.014309,0,2,0,0,0,0
10.1103/PhysRevC.90.064322,10.1103/PhysRevC.92.064608,0,1,0,0,0,0
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.31.2256,1,5,0,1,0,2
10.1103/PhysRevC.89.034316,10.1103/PhysRevC.91.021301,4,8,0,0,1,6
10.1103/PhysRevC.5.942,10.1103/PhysRevC.24.1175,5,6,0,1,0,0
10.1103/PhysRevC.5.942,10.1103/PhysRevC.25.1065,5,2,0,1,0,2
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.61.064312,1,2,0,1,0,0
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.85.014310,1,7,0,1,2,2
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.43.R952,1,1,0,1,0,0
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.75.034309,1,1,0,1,0,0
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.55.745,1,2,0,1,0,1
10.1103/PhysRevC.31.1021,10.1103/PhysRevC.87.054306,1,4,0,1,0,1
10.1103/PhysRevC.6.1608,10.1103/PhysRevC.72.014606,13,4,0,1,0,3
10.1103/PhysRevC.77.065202,10.1103/PhysRevC.82.065802,6,50,0,4,4,9
10.1103/PhysRevC.89.055207,10.1103/PhysRevC.77.065202,14,6,2,4,0,4
10.1103/PhysRevC.77.065202,10.1103/PhysRevC.88.025207,6,10,0,4,0,2
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.91.014309,1,2,1,0,0,0
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.92.064608,1,1,1,0,0,0
10.1103/PhysRevC.89.034316,10.1103/PhysRevC.93.065801,4,0,0,0,0,0
10.1103/PhysRevC.89.034316,10.1103/PhysRevC.93.054316,4,0,0,0,0,0
10.1103/PhysRevC.7.280,10.1103/PhysRevC.24.1175,6,6,0,0,0,0
10.1103/PhysRevC.7.280,10.1103/PhysRevC.25.1065,6,2,0,0,0,2
10.1103/PhysRevC.81.034321,10.1103/PhysRevC.85.054320,2,4,0,0,2,0
10.1103/PhysRevC.84.024317,10.1103/PhysRevC.85.054320,0,4,0,0,2,0
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.85.054320,14,4,3,1,2,0
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.85.054320,18,4,5,1,2,0
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.85.054320,7,4,2,0,2,0
10.1103/PhysRevC.92.044907,10.1103/PhysRevC.84.034912,3,12,0,1,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.94.034906,12,0,0,4,0,0
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.81.034321,3,2,1,1,0,0
10.1103/PhysRevC.81.034321,10.1103/PhysRevC.84.024328,2,9,0,0,1,1
10.1103/PhysRevC.85.024303,10.1103/PhysRevC.81.034321,5,2,1,0,0,0
10.1103/PhysRevC.81.034321,10.1103/PhysRevC.82.044301,2,11,0,0,3,2
10.1103/PhysRevC.84.054301,10.1103/PhysRevC.81.034321,0,2,0,0,0,0
10.1103/PhysRevC.81.034321,10.1103/PhysRevC.87.034606,2,6,0,0,1,1
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.81.034321,0,2,0,0,0,0
10.1103/PhysRevC.84.014313,10.1103/PhysRevC.81.034321,0,2,0,0,0,0
10.1103/PhysRevC.89.044313,10.1103/PhysRevC.81.034321,0,2,0,0,0,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.014908,13,17,8,4,0,14
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.92.014911,12,6,0,4,0,3
10.1103/PhysRevC.93.044909,10.1103/PhysRevC.80.064909,0,13,0,0,8,4
10.1103/PhysRevC.93.044909,10.1103/PhysRevC.84.034912,0,12,0,0,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.024901,12,78,0,4,4,31
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044921,12,18,0,4,0,10
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044912,12,1,0,4,0,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.86.034902,12,4,0,4,0,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.91.041901,12,5,0,4,1,0
10.1103/PhysRevC.89.014905,10.1103/PhysRevC.84.034912,6,12,3,2,0,4
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.80.064909,9,13,2,2,8,4
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.84.034912,9,12,2,2,0,4
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.89.064906,13,2,8,4,0,1
10.1103/PhysRevC.91.014904,10.1103/PhysRevC.80.064909,5,13,1,2,8,4
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.84.044901,13,12,8,4,0,11
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.024907,13,14,8,4,0,11
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.84.024317,3,0,1,1,0,0
10.1103/PhysRevC.84.024317,10.1103/PhysRevC.84.024328,0,9,0,0,1,1
10.1103/PhysRevC.85.024303,10.1103/PhysRevC.84.024317,5,0,1,0,0,0
10.1103/PhysRevC.84.054301,10.1103/PhysRevC.84.024317,0,0,0,0,0,0
10.1103/PhysRevC.84.024317,10.1103/PhysRevC.87.034606,0,6,0,0,1,1
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.84.024317,0,0,0,0,0,0
10.1103/PhysRevC.89.044313,10.1103/PhysRevC.84.024317,0,0,0,0,0,0
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.91.014315,3,4,1,1,0,0
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.91.014315,0,4,0,0,0,0
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.76.044323,3,14,1,1,3,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.84.024328,14,9,3,1,1,1
10.1103/PhysRevC.85.024303,10.1103/PhysRevC.76.044323,5,14,1,0,3,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.82.044301,14,11,3,1,3,2
10.1103/PhysRevC.84.054301,10.1103/PhysRevC.76.044323,0,14,0,0,3,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.87.034606,14,6,3,1,1,1
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.76.044323,0,14,0,0,3,1
10.1103/PhysRevC.84.014313,10.1103/PhysRevC.76.044323,0,14,0,0,3,1
10.1103/PhysRevC.89.044313,10.1103/PhysRevC.76.044323,0,14,0,0,3,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.064910,12,6,0,4,0,4
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.89.024302,3,9,1,1,2,0
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.75.024302,3,18,1,1,5,1
10.1103/PhysRevC.91.054323,10.1103/PhysRevC.85.044320,3,7,1,1,2,0
10.1103/PhysRevC.84.054908,10.1103/PhysRevC.84.034912,14,12,1,5,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.91.054910,12,10,0,4,0,3
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.014905,12,10,0,4,0,6
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.94.054901,12,0,0,4,0,0
10.1103/PhysRevC.88.044918,10.1103/PhysRevC.84.034912,4,12,0,1,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.90.034909,12,5,0,4,0,2
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.88.064908,12,10,0,4,0,3
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.034907,12,26,0,4,5,13
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.84.024328,18,9,5,1,1,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044908,12,4,0,4,0,1
10.1103/PhysRevC.85.024303,10.1103/PhysRevC.75.024302,5,18,1,0,5,1
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.82.044301,18,11,5,1,3,2
10.1103/PhysRevC.89.054904,10.1103/PhysRevC.84.034912,4,12,3,0,0,4
10.1103/PhysRevC.84.054301,10.1103/PhysRevC.75.024302,0,18,0,0,5,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044901,12,5,0,4,0,4
10.1103/PhysRevC.91.014904,10.1103/PhysRevC.84.034912,5,12,1,2,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.94.044907,12,0,0,4,0,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.87.044908,12,8,0,4,1,6
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.91.054911,12,4,0,4,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.87.054903,12,6,0,4,0,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.024908,12,66,0,4,10,22
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.86.024911,12,31,0,4,0,12
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.90.054907,12,11,0,4,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.91.034902,12,14,0,4,4,4
10.1103/PhysRevC.84.054915,10.1103/PhysRevC.84.034912,5,12,0,4,0,4
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.87.034606,18,6,5,1,1,1
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.87.034606,7,6,2,0,1,1
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.89.024302,0,9,0,0,2,0
10.1103/PhysRevC.89.044313,10.1103/PhysRevC.89.024302,0,9,0,0,2,0
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.75.024302,0,18,0,0,5,1
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.85.044320,0,7,0,0,2,0
10.1103/PhysRevC.84.014313,10.1103/PhysRevC.75.024302,0,18,0,0,5,1
10.1103/PhysRevC.89.044313,10.1103/PhysRevC.75.024302,0,18,0,0,5,1
10.1103/PhysRevC.89.044313,10.1103/PhysRevC.85.044320,0,7,0,0,2,0
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.93.049801,2,0,1,0,0,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.89.067901,1,0,1,0,0,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.87.061901,1,6,1,0,2,0
10.1103/PhysRevC.65.054603,10.1103/PhysRevC.94.065203,1,0,0,0,0,0
10.1103/PhysRevC.65.054603,10.1103/PhysRevC.70.054002,1,15,0,0,1,2
10.1103/PhysRevC.86.024903,10.1103/PhysRevC.85.034904,9,1,1,2,1,0
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.85.034904,2,1,0,1,1,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.86.064904,1,16,1,0,1,6
10.1103/PhysRevC.65.054603,10.1103/PhysRevC.88.014604,1,0,0,0,0,0
10.1103/PhysRevC.65.054603,10.1103/PhysRevC.90.054602,1,10,0,0,0,1
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.81.037602,16,0,2,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.90.024606,16,0,2,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.61.014609,16,4,2,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.92.034616,16,4,2,0,0,1
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.61.054606,16,9,2,0,1,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.93.064609,16,0,2,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.83.054617,16,7,2,0,0,2
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.93.014314,1,0,1,0,0,0
10.1103/PhysRevC.73.035211,10.1103/PhysRevC.82.025207,6,0,0,0,0,0
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.93.044301,1,4,1,0,0,0
10.1103/PhysRevC.89.024325,10.1103/PhysRevC.90.034303,1,3,1,0,0,2
10.1103/PhysRevC.73.035211,10.1103/PhysRevC.74.055207,6,5,0,0,0,2
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.85.054320,7,4,2,0,2,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.024908,12,4,0,4,1,2
10.1103/PhysRevC.85.064910,10.1103/PhysRevC.84.034912,6,12,3,1,0,4
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.84.034912,2,12,1,0,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044914,12,0,0,4,0,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.91.024902,12,2,0,4,0,0
10.1103/PhysRevC.85.044320,10.1103/PhysRevC.90.054308,7,1,2,0,0,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.87.054903,12,6,0,4,0,1
10.1103/PhysRevC.93.034912,10.1103/PhysRevC.84.034912,3,12,0,0,0,4
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.91.035806,1,7,0,1,0,2
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.94.034004,1,0,0,1,0,0
10.1103/PhysRevC.10.2568,10.1103/PhysRevC.14.1630,4,4,0,0,0,1
10.1103/PhysRevC.10.2568,10.1103/PhysRevC.24.1694,4,4,0,0,0,0
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.91.035802,1,8,0,1,0,3
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.90.015801,1,1,0,1,0,1
10.1103/PhysRevC.10.2568,10.1103/PhysRevC.31.1012,4,9,0,0,0,1
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.93.065801,1,0,0,1,0,0
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.89.065807,1,9,0,1,0,2
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.91.045805,1,5,0,1,0,2
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.90.065804,1,3,0,1,0,2
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.91.055807,1,4,0,1,0,1
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.90.065809,1,12,0,1,1,3
10.1103/PhysRevC.57.1184,10.1103/PhysRevC.10.2568,2,4,0,0,0,0
10.1103/PhysRevC.10.2568,10.1103/PhysRevC.11.228,4,0,0,0,0,0
10.1103/PhysRevC.51.586,10.1103/PhysRevC.10.2568,2,4,1,0,0,0
10.1103/PhysRevC.78.024901,10.1103/PhysRevC.73.035211,9,6,2,5,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.85.015806,2,2,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.85.015806,5,2,0,1,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.83.012801,2,5,1,0,0,1
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.88.024318,2,1,1,0,0,1
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.88.024318,5,1,0,1,0,1
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.94.054006,2,0,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.94.054006,5,0,0,1,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.84.035807,2,0,1,0,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.87.014601,2,6,1,0,1,2
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.83.065801,2,3,1,0,0,1
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.84.035807,5,0,0,1,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.87.014601,5,6,0,1,1,2
10.1103/PhysRevC.91.035201,10.1103/PhysRevC.91.045206,0,1,0,0,0,1
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.91.014901,3,8,1,1,0,0
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.89.044001,3,2,1,1,0,1
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.92.025201,3,1,1,1,0,1
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.85.054320,18,4,5,1,2,0
10.1103/PhysRevC.71.024302,10.1103/PhysRevC.94.064312,7,0,0,3,0,0
10.1103/PhysRevC.1.408,10.1103/PhysRevC.94.064312,0,0,0,0,0,0
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.94.064312,2,0,0,1,0,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.87.034914,12,22,0,4,2,17
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.88.044906,12,8,0,4,1,3
10.1103/PhysRevC.71.024302,10.1103/PhysRevC.87.054330,7,3,0,3,0,1
10.1103/PhysRevC.71.024302,10.1103/PhysRevC.93.065204,7,0,0,3,0,0
10.1103/PhysRevC.71.024302,10.1103/PhysRevC.80.014303,7,4,0,3,0,1
10.1103/PhysRevC.71.024302,10.1103/PhysRevC.76.054302,7,10,0,3,0,6
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.88.014903,12,42,0,4,2,20
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.90.044905,12,20,0,4,0,12
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.85.015201,18,29,5,1,2,8
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.94.044902,12,0,0,4,0,0
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.82.044301,18,11,5,1,3,2
10.1103/PhysRevC.89.054904,10.1103/PhysRevC.84.034912,4,12,3,0,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.045201,12,7,0,4,0,3
10.1103/PhysRevC.91.014904,10.1103/PhysRevC.84.034912,5,12,1,2,0,4
10.1103/PhysRevC.93.014909,10.1103/PhysRevC.84.034912,11,12,2,3,0,4
10.1103/PhysRevC.1.408,10.1103/PhysRevC.56.199,0,18,0,0,1,4
10.1103/PhysRevC.1.408,10.1103/PhysRevC.38.1886,0,1,0,0,0,1
10.1103/PhysRevC.68.014318,10.1103/PhysRevC.1.408,17,0,1,6,0,0
10.1103/PhysRevC.1.408,10.1103/PhysRevC.54.1976,0,18,0,0,1,4
10.1103/PhysRevC.1.408,10.1103/PhysRevC.66.064304,0,5,0,0,0,4
10.1103/PhysRevC.1.408,10.1103/PhysRevC.87.054330,0,3,0,0,0,1
10.1103/PhysRevC.1.408,10.1103/PhysRevC.93.065204,0,0,0,0,0,0
10.1103/PhysRevC.1.408,10.1103/PhysRevC.30.1680,0,15,0,0,0,12
10.1103/PhysRevC.1.408,10.1103/PhysRevC.45.249,0,10,0,0,0,6
10.1103/PhysRevC.1.408,10.1103/PhysRevC.61.054301,0,3,0,0,0,1
10.1103/PhysRevC.1.408,10.1103/PhysRevC.80.014303,0,4,0,0,0,1
10.1103/PhysRevC.1.408,10.1103/PhysRevC.2.1304,0,5,0,0,0,0
10.1103/PhysRevC.1.408,10.1103/PhysRevC.51.1777,0,0,0,0,0,0
10.1103/PhysRevC.1.408,10.1103/PhysRevC.76.054302,0,10,0,0,0,6
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.56.199,2,18,0,1,1,4
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.38.1886,2,1,0,1,0,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.84.054901,12,37,0,4,7,14
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.024901,12,78,0,4,4,31
10.1103/PhysRevC.68.014318,10.1103/PhysRevC.8.1433,17,2,1,6,0,1
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.54.1976,2,18,0,1,1,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044915,12,8,0,4,1,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.88.024903,12,39,0,4,3,24
10.1103/PhysRevC.89.014902,10.1103/PhysRevC.84.034912,13,12,4,4,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.024908,12,66,0,4,10,22
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.86.024911,12,31,0,4,0,12
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.054909,12,20,0,4,0,17
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.86.034902,12,4,0,4,0,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.024909,12,5,0,4,1,2
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.88.064901,12,8,0,4,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.90.025202,12,7,0,4,1,3
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.92.054910,12,6,0,4,0,2
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.92.044912,12,7,0,4,1,3
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.064907,12,11,0,4,4,2
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.94.024913,12,0,0,4,0,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.88.044913,12,6,0,4,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.064913,12,33,0,4,1,27
10.1103/PhysRevC.93.024909,10.1103/PhysRevC.84.034912,8,12,2,1,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.054908,12,22,0,4,1,16
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044910,12,16,0,4,4,7
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.064901,12,28,0,4,1,21
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.92.014908,12,7,0,4,1,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.91.034902,12,14,0,4,4,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.92.014903,12,3,0,4,0,0
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.034914,12,5,0,4,1,3
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.85.044908,12,4,0,4,0,1
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.89.034907,12,24,0,4,0,19
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.87.044907,12,16,0,4,0,5
10.1103/PhysRevC.86.024913,10.1103/PhysRevC.84.034912,28,12,6,7,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.86.014902,12,7,0,4,0,3
10.1103/PhysRevC.84.054915,10.1103/PhysRevC.84.034912,5,12,0,4,0,4
10.1103/PhysRevC.84.034912,10.1103/PhysRevC.90.014908,12,21,0,4,0,16
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.66.064304,2,5,0,1,0,4
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.87.054330,2,3,0,1,0,1
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.93.065204,2,0,0,1,0,0
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.30.1680,2,15,0,1,0,12
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.89.024302,0,9,0,0,2,0
10.1103/PhysRevC.89.024302,10.1103/PhysRevC.91.014004,9,2,2,0,0,1
10.1103/PhysRevC.89.024302,10.1103/PhysRevC.91.024315,9,5,2,0,1,0
10.1103/PhysRevC.79.054305,10.1103/PhysRevC.75.024302,8,18,0,4,5,1
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.85.044308,18,5,5,1,0,0
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.45.249,2,10,0,1,0,6
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.61.054301,2,3,0,1,0,1
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.75.024302,0,18,0,0,5,1
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.91.014004,18,2,5,1,0,1
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.80.014303,2,4,0,1,0,1
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.51.1777,2,0,0,1,0,0
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.76.054302,2,10,0,1,0,6
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.91.024315,18,5,5,1,1,0
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.84.024328,18,9,5,1,1,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.85.054320,6,4,1,1,2,0
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.85.054320,18,4,5,1,2,0
10.1103/PhysRevC.8.75,10.1103/PhysRevC.89.034604,3,4,1,2,0,4
10.1103/PhysRevC.8.1433,10.1103/PhysRevC.89.034604,2,4,0,1,0,4
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.87.034326,6,19,1,1,3,8
10.1103/PhysRevC.75.024302,10.1103/PhysRevC.87.034326,18,19,5,1,3,8
10.1103/PhysRevC.8.75,10.1103/PhysRevC.62.054303,3,1,1,2,0,0
